LC1,LU1,CLC3,Representativeness,Note
C33,U411,313,0,U411 Abandoned transport areas
C33,U413,313,0,U411 Abandoned transport areas
C33,U414,313,0,U414 Abandoned residential areas
C33,U415,313,0,U415 Other abandoned areas
C33,U420,313,0,U420 Semi-natural and natural areas not in use
D01,U111,322,1,U111 Agricultural use: grazing -> Pastures?
D01,U112,322,1,
D01,U120,322,1,
D01,U140,322,1,
D01,U210,322,1,
D01,U224,322,1,
D01,U225,322,1,
D01,U311,322,1,
D01,U312,322,1,
D01,U317,322,1,
D01,U318,322,1,
D01,U321,322,1,
D01,U340,322,1,
D01,U350,322,1,
D01,U361,322,1,
D01,U362,322,1,
D01,U363,322,1,
D01,U370,141,1,
D01,U400,322,1,
D01,U500,990,0,U500 Wetland
D02,U111,322,1,U111 Agricultural use: grazing -> Pastures?
D02,U112,322,1,
D02,U120,322,1,
D02,U140,322,1,
D02,U210,322,1,
D02,U311,322,1,
D02,U312,322,1,
D02,U313,322,1,
D02,U314,322,1,
D02,U317,322,1,
D02,U318,322,1,
D02,U322,322,1,
D02,U340,322,1,
D02,U350,322,1,
D02,U361,322,1,
D02,U362,322,1,
D02,U370,141,1,
D02,U400,322,1,
D02,U500,990,0,U500 Wetland
D10,U111,322,1,U111 Agricultural use: grazing -> Pastures?
D10,U112,322,1,
D10,U120,322,1,
D10,U130,322,1,
D10,U140,322,1,
D10,U150,322,1,
D10,U210,322,1,
D10,U223,322,1,
D10,U224,322,1,
D10,U225,322,1,
D10,U226,322,1,
D10,U227,322,1,
D10,U311,322,1,
D10,U312,322,1,
D10,U313,322,1,
D10,U314,322,1,
D10,U315,322,1,
D10,U316,322,1,
D10,U317,322,1,
D10,U318,322,1,
D10,U319,322,1,
D10,U321,322,1,
D10,U322,322,1,
D10,U330,322,1,
D10,U340,322,1,
D10,U341,322,1,
D10,U342,322,1,
D10,U350,322,1,
D10,U361,322,1,
D10,U362,322,1,
D10,U363,322,1,
D10,U364,322,1,
D10,U370,141,1,
D10,U400,322,1,
D10,U410,322,1,
D10,U411,322,1,
D10,U412,322,1,
D10,U413,322,1,
D10,U414,141,0,U414 Abandoned residential areas
D10,U415,322,1,
D10,U420,322,1,
D20,U111,322,1,U111 Agricultural use: grazing -> Pastures?
D20,U112,322,1,
D20,U120,322,1,
D20,U130,322,1,
D20,U140,322,1,
D20,U150,322,1,
D20,U210,322,1,
D20,U221,322,1,
D20,U224,322,1,
D20,U225,322,1,
D20,U226,322,1,
D20,U227,322,1,
D20,U311,322,1,
D20,U312,322,1,
D20,U313,322,1,
D20,U314,322,1,
D20,U315,322,1,
D20,U316,322,1,
D20,U317,322,1,
D20,U318,322,1,
D20,U319,322,1,
D20,U321,322,1,
D20,U322,322,1,
D20,U330,322,1,
D20,U340,322,1,
D20,U341,322,1,
D20,U350,322,1,
D20,U361,322,1,
D20,U362,322,1,
D20,U363,322,1,
D20,U364,322,1,
D20,U370,141,1,
D20,U400,322,1,
D20,U410,322,1,
D20,U411,322,1,
D20,U412,322,1,
D20,U413,322,1,
D20,U414,141,0,U414 Abandoned residential areas
D20,U415,322,1,
D20,U420,322,1,
E01,0,990,0,
E01,U111,231,0,"U111 Agriculture: Permanent pastures, rough grazings, alpages"
E01,U112,990,0,U112 Fallow land
E01,U113,141,0,U113 Kitchen garden
E01,U120,324,1,U120 Clear cuts within previously existing forests
E01,U130,321,0,Possibly 141 Green urban areas?
E01,U140,321,0,
E01,U210,321,0,Possibly 141 Green urban areas?
E01,U221,321,0,Possibly 141 Green urban areas?
E01,U223,321,0,Possibly 141 Green urban areas?
E01,U224,321,0,Possibly 141 Green urban areas?
E01,U225,321,0,Possibly 141 Green urban areas?
E01,U311,321,0,
E01,U312,321,0,
E01,U313,321,0,
E01,U314,321,0,
E01,U316,321,0,
E01,U317,321,0,
E01,U318,321,0,
E01,U321,321,0,Possibly 141 Green urban areas?
E01,U322,321,0,Possibly 141 Green urban areas?
E01,U330,321,0,Possibly 141 Green urban areas?
E01,U340,141,1,
E01,U350,141,1,
E01,U361,142,1,
E01,U362,142,1,
E01,U363,142,1,
E01,U370,141,1,
E01,U400,321,0,
E01,U500,990,0,Wetlands (4)
E02,U111,231,1,
E02,U112,990,0,U112 Fallow land
E02,U113,141,0,U113 Kitchen garden
E02,U120,324,1,U120 Clear cuts within previously existing forests
E02,U130,321,1,Possibly 141 Green urban areas?
E02,U140,321,1,
E02,U210,321,1,Possibly 141 Green urban areas?
E02,U221,321,1,Possibly 141 Green urban areas?
E02,U222,321,1,Possibly 141 Green urban areas?
E02,U223,321,1,Possibly 141 Green urban areas?
E02,U224,321,1,Possibly 141 Green urban areas?
E02,U225,321,1,Possibly 141 Green urban areas?
E02,U226,321,1,Possibly 141 Green urban areas?
E02,U227,321,1,Possibly 141 Green urban areas?
E02,U311,321,1,
E02,U312,321,1,
E02,U313,321,1,
E02,U314,321,1,
E02,U315,321,1,
E02,U316,321,1,
E02,U317,321,1,
E02,U318,321,1,
E02,U321,321,1,Possibly 141 Green urban areas?
E02,U322,321,1,Possibly 141 Green urban areas?
E02,U330,321,1,Possibly 141 Green urban areas?
E02,U340,141,1,
E02,U350,141,1,
E02,U361,142,1,
E02,U362,142,1,
E02,U363,142,1,
E02,U370,141,1,
E02,U400,321,1,U400 UNUSED
E02,U500,990,0,U500 Wetland
E10,U111,231,0,"Agriculture: permanent pastures, rough grazing, alpages, meadows"
E10,U112,990,0,U112 Fallow land
E10,U113,141,0,U113 Kitchen garden
E10,U120,324,1,U120 Clear cuts within previously existing forests
E10,U130,321,0,Possibly 141 Green urban areas?
E10,U140,321,0,
E10,U150,321,0,
E10,U210,321,0,Possibly 141 Green urban areas?
E10,U221,321,0,Possibly 141 Green urban areas?
E10,U222,321,0,Possibly 141 Green urban areas?
E10,U223,321,0,Possibly 141 Green urban areas?
E10,U224,321,0,Possibly 141 Green urban areas?
E10,U225,321,0,Possibly 141 Green urban areas?
E10,U226,321,0,Possibly 141 Green urban areas?
E10,U227,321,0,Possibly 141 Green urban areas?
E10,U228,321,0,Possibly 141 Green urban areas?
E10,U311,321,0,
E10,U312,321,0,
E10,U313,321,0,
E10,U314,321,0,
E10,U315,321,0,
E10,U316,321,0,
E10,U317,321,0,
E10,U318,321,0,
E10,U319,321,0,
E10,U321,321,0,Possibly 141 Green urban areas?
E10,U322,321,0,Possibly 141 Green urban areas?
E10,U330,321,0,Possibly 141 Green urban areas?
E10,U340,141,1,
E10,U341,141,1,
E10,U342,141,1,
E10,U350,141,1,
E10,U361,142,1,
E10,U362,142,1,
E10,U363,142,1,
E10,U364,321,0,
E10,U370,141,1,
E10,U400,321,0,
E10,U410,321,0,
E10,U411,321,0,Possibly 141 Green urban areas?
E10,U412,321,0,Possibly 141 Green urban areas?
E10,U413,321,0,
E10,U414,321,0,Possibly 141 Green urban areas?
E10,U415,321,0,
E10,U420,321,0,
E20,U111,231,1,Agriculture: Permanent pastures…
E20,U112,990,0,U112 Fallow land
E20,U113,141,0,U113 Kitchen garden
E20,U120,324,1,U120 Clear cuts within previously existing forests
E20,U130,321,1,Possibly 141 Green urban areas?
E20,U140,321,1,
E20,U150,321,1,
E20,U210,321,1,Possibly 141 Green urban areas?
E20,U221,321,1,Possibly 141 Green urban areas?
E20,U222,321,1,Possibly 141 Green urban areas?
E20,U223,321,1,Possibly 141 Green urban areas?
E20,U224,321,1,Possibly 141 Green urban areas?
E20,U225,321,1,Possibly 141 Green urban areas?
E20,U226,321,1,Possibly 141 Green urban areas?
E20,U227,321,1,Possibly 141 Green urban areas?
E20,U311,321,1,
E20,U312,321,1,
E20,U313,321,1,
E20,U314,321,1,
E20,U315,321,1,
E20,U316,321,1,
E20,U317,321,1,
E20,U318,321,1,
E20,U319,321,1,
E20,U321,321,1,Possibly 141 Green urban areas?
E20,U322,321,1,Possibly 141 Green urban areas?
E20,U330,321,1,Possibly 141 Green urban areas?
E20,U340,141,1,
E20,U341,141,1,
E20,U342,141,1,
E20,U350,141,1,
E20,U361,142,1,
E20,U362,142,1,
E20,U363,142,1,
E20,U364,321,1,
E20,U370,141,1,
E20,U400,321,1,
E20,U410,321,1,
E20,U411,321,1,Possibly 141 Green urban areas?
E20,U412,321,1,Possibly 141 Green urban areas?
E20,U413,321,1,
E20,U414,321,1,Possibly 141 Green urban areas?
E20,U415,321,1,
E20,U420,321,1,
E20 ,U400,321,1,
E30,U111,990,0,
E30,U112,990,0,
E30,U113,990,0,
E30,U120,324,1,
E30,U130,990,0,
E30,U140,990,0,
E30,U150,990,0,
E30,U210,990,0,
E30,U221,990,0,
E30,U223,990,0,
E30,U224,990,0,
E30,U225,990,0,
E30,U226,990,0,
E30,U227,990,0,
E30,U311,990,0,
E30,U312,990,0,
E30,U313,990,0,
E30,U314,990,0,
E30,U315,990,0,
E30,U316,990,0,
E30,U317,990,0,
E30,U318,990,0,
E30,U319,990,0,
E30,U321,990,0,
E30,U322,990,0,
E30,U330,990,0,
E30,U340,990,0,Possibly 141 Green urban areas?
E30,U341,990,0,Possibly 141 Green urban areas?
E30,U342,990,0,Possibly 141 Green urban areas?
E30,U350,990,0,Possibly 141 Green urban areas?
E30,U361,142,1,
E30,U362,142,1,
E30,U363,142,1,
E30,U364,990,0,
E30,U370,990,0,Possibly 141 Green urban areas?
E30,U400,990,0,
E30,U410,990,0,
E30,U411,990,0,
E30,U412,990,0,
E30,U413,990,0,
E30,U414,990,0,
E30,U415,990,0,
E30,U420,990,0,
F00,U111,990,0,Not specified
F00,U112,990,0,U112 Fallow land
F00,U113,990,0,Not specified
F00,U120,324,1,U120 Forestry (clear cuts within forests)
F00,U130,990,0,Not specified
F00,U140,131,1,"U140 Scrapped or excavated areas for quarrying, mining purposes"
F00,U150,990,0,Not specified
F00,U210,990,0,Not specified
F00,U221,990,0,Not specified
F00,U222,990,0,Not specified
F00,U223,990,0,Not specified
F00,U224,990,0,Not specified
F00,U225,990,0,Not specified
F00,U226,990,0,Not specified
F00,U227,990,0,Not specified
F00,U311,990,0,Not specified
F00,U312,990,0,Not specified
F00,U313,990,0,Not specified
F00,U314,990,0,Not specified
F00,U316,990,0,Not specified
F00,U317,990,0,Not specified
F00,U318,990,0,Not specified
F00,U321,990,0,Not specified
F00,U322,990,0,Not specified
F00,U330,133,1,U330 Construction sites
F00,U340,990,0,Not specified
F00,U350,990,0,Not specified
F00,U361,990,0,Not specified
F00,U362,990,0,Not specified
F00,U363,990,0,Not specified
F00,U364,990,0,Not specified
F00,U370,990,0,Not specified
F00,U400,332,1,"U400 Bare areas not utilised (inland rocks, top mountains)"
F00,U500,990,0,U500 Wetland
F10,U111,332,1,
F10,U112,332,1,
F10,U120,332,1,
F10,U130,332,1,
F10,U140,131,1,"40 Scrapped or excavated areas for quarrying, mining purposes"
F10,U150,332,1,
F10,U210,332,1,
F10,U223,332,1,
F10,U224,332,1,
F10,U311,332,1,
F10,U312,332,1,
F10,U313,332,1,
F10,U316,332,1,
F10,U317,332,1,
F10,U318,332,1,
F10,U319,332,1,
F10,U321,332,1,
F10,U322,332,1,
F10,U330,133,1,U330 Construction sites
F10,U341,332,0,U34x Rocky areas attached to commercial services
F10,U350,332,0,U350 Rocky areas attached to community services
F10,U361,332,1,
F10,U362,332,1,
F10,U363,332,1,
F10,U370,332,0,U370 Rocky areas attached to residential areas
F10,U410,332,1,
F10,U415,332,1,
F10,U420,321,1,
F20,U111,331,1,
F20,U112,331,1,
F20,U120,324,1,U120 Clear cuts within previously existing forests
F20,U130,331,1,
F20,U140,131,1,"U140 Scrapped or excavated areas for quarrying, mining purposes"
F20,U150,331,1,
F20,U210,331,1,
F20,U221,331,1,
F20,U223,331,1,
F20,U224,331,1,
F20,U226,331,1,
F20,U227,331,1,
F20,U312,331,1,
F20,U313,331,1,
F20,U314,331,1,
F20,U317,331,1,
F20,U318,331,1,
F20,U319,331,1,
F20,U321,331,1,
F20,U322,331,1,
F20,U330,133,1,U330 Construction sites
F20,U341,331,0,Sandy areas attached to commercial services
F20,U350,331,0,Sandy areas attached to community services
F20,U361,331,1,
F20,U362,331,1,
F20,U363,331,1,
F20,U370,331,0,Sandy areas attached to residential areas
F20,U410,331,1,
F20,U413,331,1,
F20,U415,331,1,
F20,U420,331,1,
F30,U111,333,1,
F30,U112,333,1,
F30,U120,324,1,U120 Clear cuts within previously existing forests
F30,U140,131,1,"U140 Scrapped or excavated areas for quarrying, mining purposes"
F30,U319,333,1,
F30,U350,133,1,U330 Construction sites
F30,U361,333,1,
F30,U370,333,0,U370 Areas attached to residential areas
F30,U410,333,1,
F30,U411,333,1,
F30,U420,333,1,
F40,U111,990,0,Not specified
F40,U112,990,0,Not specified
F40,U113,990,0,Not specified
F40,U120,324,1,U120 Clear cuts within previously existing forests
F40,U140,131,1,"U140 Scrapped or excavated areas for quarrying, mining purposes"
F40,U210,990,0,Not specified
F40,U221,990,0,Not specified
F40,U223,990,0,Not specified
F40,U224,990,0,Not specified
F40,U225,990,0,Not specified
F40,U226,990,0,Not specified
F40,U227,990,0,Not specified
F40,U311,990,0,Not specified
F40,U312,990,0,Not specified
F40,U313,990,0,Not specified
F40,U314,990,0,Not specified
F40,U315,990,0,Not specified
F40,U316,990,0,Not specified
F40,U317,990,0,Not specified
F40,U318,990,0,Not specified
F40,U319,990,0,Not specified
F40,U321,990,0,Not specified
F40,U322,990,0,Not specified
F40,U330,133,1,U330 Construction sites
F40,U340,990,0,Not specified
F40,U341,990,0,Not specified
F40,U350,990,0,Not specified
F40,U361,990,0,Not specified
F40,U362,990,0,Not specified
F40,U370,990,0,Not specified
F40,U410,990,0,Not specified
F40,U411,990,0,Not specified
F40,U412,990,0,Not specified
F40,U413,990,0,Not specified
F40,U414,990,0,Not specified
F40,U415,990,0,Not specified
F40,U420,990,0,Not specified
G01,U111,512,1,
G01,U120,512,1,
G01,U130,512,1,
G01,U140,512,1,
G01,U210,512,1,
G01,U221,512,1,
G01,U224,512,1,
G01,U226,512,1,
G01,U312,512,1,
G01,U313,512,1,
G01,U317,512,1,
G01,U321,512,1,U321 Water supply and treatment
G01,U322,512,1,U322 Waste treatment
G01,U330,512,1,
G01,U340,512,1,
G01,U350,512,1,
G01,U361,512,0,Swimming pools
G01,U362,512,0,Swimming pools
G01,U363,512,0,Swimming pools
G01,U370,512,0,Swimming pools
G01,U400,512,1,
G01,U500,990,0,U500 Wetlands
G02,U111,511,1,
G02,U120,511,1,
G02,U130,511,1,
G02,U210,511,1,
G02,U312,511,1,
G02,U313,511,1,
G02,U314,511,1,
G02,U318,511,1,
G02,U321,511,1,U321 Water supply and treatment
G02,U361,511,1,
G02,U362,511,1,
G02,U400,511,1,
G02,U500,990,0,U500 Wetlands
G03,U130,990,0,521 Coastal lagoons or 522 Estuaries
G03,U140,422,1,U140 Salt extraction
G03,U313,990,0,521 Coastal lagoons?
G03,U321,990,0,U321 Water supply and treatment
G03,U350,990,0,
G03,U361,990,0,521 Coastal lagoons?
G03,U400,990,0,
G05,U350,335,1,
G10,U111,512,1,
G10,U130,512,1,
G10,U140,512,1,
G10,U150,512,1,
G10,U210,512,1,
G10,U221,512,1,
G10,U224,512,1,
G10,U313,512,1,
G10,U314,512,1,
G10,U317,512,1,
G10,U318,512,1,
G10,U321,512,1,
G10,U322,512,1,
G10,U340,512,1,
G10,U350,512,1,
G10,U361,512,0,Swimming pools
G10,U362,512,0,Swimming pools
G10,U363,512,0,Swimming pools
G10,U364,512,1,
G10,U370,512,0,Swimming pools
G10,U400,512,1,
G10,U410,512,1,
G10,U420,512,1,
G11,U111,512,1,
G11,U130,512,1,
G11,U140,512,1,
G11,U210,512,1,
G11,U313,512,1,
G11,U321,512,1,
G11,U322,512,1,
G11,U330,512,1,
G11,U341,512,1,
G11,U342,512,1,
G11,U350,512,1,
G11,U361,512,0,Swimming pools
G11,U362,512,0,Swimming pools
G11,U370,512,0,Swimming pools
G11,U410,512,1,
G11,U411,512,1,
G11,U413,512,1,
G11,U415,512,1,
G11,U420,512,1,
G12,U111,512,1,
G12,U130,512,1,
G12,U140,512,1,
G12,U313,512,1,
G12,U321,512,1,
G12,U361,512,0,Swimming pools
G12,U362,512,0,Swimming pools
G12,U370,512,0,Swimming pools
G12,U410,512,1,
G12,U420,512,1,
G20,U111,511,1,
G20,U130,511,1,
G20,U140,511,1,
G20,U150,511,1,
G20,U210,511,1,
G20,U224,511,1,
G20,U313,511,1,
G20,U318,511,1,
G20,U321,511,1,
G20,U322,511,1,
G20,U350,511,1,
G20,U361,511,1,
G20,U362,511,1,
G20,U364,511,1,
G20,U370,511,1,
G20,U400,511,1,
G20,U410,511,1,
G20,U420,511,1,
G21,U111,511,1,
G21,U130,511,1,
G21,U140,511,1,
G21,U210,511,1,
G21,U313,511,1,
G21,U321,511,1,
G21,U322,511,1,
G21,U341,511,1,
G21,U350,511,1,
G21,U361,511,1,
G21,U362,511,1,
G21,U370,511,1,
G21,U410,511,1,
G21,U415,511,1,
G21,U420,511,1,
G22,U130,511,1,
G22,U140,511,1,
G22,U313,511,1,
G22,U420,511,1,
G30,U130,990,0,521 Coastal lagoons or 522 Estuaries
G30,U140,422,1,U140 Salt extraction
G30,U313,990,0,521 Coastal lagoons or 522 Estuaries
G30,U321,990,0,521 Coastal lagoons or 522 Estuaries
G30,U350,990,0,521 Coastal lagoons or 522 Estuaries
G30,U361,990,0,521 Coastal lagoons or 522 Estuaries
G30,U362,990,0,521 Coastal lagoons or 522 Estuaries
G30,U363,990,0,521 Coastal lagoons or 522 Estuaries
G30,U364,990,0,521 Coastal lagoons or 522 Estuaries
G30,U400,990,0,521 Coastal lagoons or 522 Estuaries
G30,U420,990,0,521 Coastal lagoons or 522 Estuaries
G50,U350,335,1,
G50,U361,335,1,
G50,U362,335,1,
G50,U364,335,1,
G50,U400,335,1,
G50,U420,335,1,
H11,U111,411,1,
H11,U130,411,1,
H11,U140,411,1,
H11,U150,411,1,
H11,U210,411,1,
H11,U322,411,1,
H11,U330,411,1,
H11,U341,411,0,U341 Commerce
H11,U350,411,0,U350 Community services
H11,U361,411,0,"U361 Amenities, museums, leisure"
H11,U362,411,0,U362 Sport
H11,U364,411,1,
H11,U370,411,0,U370 Residential
H11,U400,411,1,
H11,U410,411,0,
H11,U411,411,0,U411 Abandoned industrial areas
H11,U415,411,1,
H11,U420,411,1,
H12,U130,412,1,
H12,U140,412,1,
H12,U150,412,1,
H12,U210,412,1,
H12,U330,412,1,
H12,U350,412,0,U350 Community services
H12,U361,412,0,"U361 Amenities, museums, leisure"
H12,U362,412,0,U362 Sport
H12,U364,412,1,
H12,U400,412,1,
H12,U410,412,1,
H12,U411,412,0,U411 Abandoned industrial areas
H12,U415,412,1,
H12,U420,412,1,
H21,U111,421,1,
H21,U130,421,1,
H21,U150,421,1,
H21,U210,421,1,
H21,U350,421,0,U350 Community services
H21,U361,421,0,"U361 Amenities, museums, leisure"
H21,U364,421,1,
H21,U370,421,0,U370 Residential
H21,U400,421,0,
H21,U410,421,0,
H21,U415,421,0,
H21,U420,421,1,
H22,U130,422,1,
H22,U140,422,1,
H22,U150,422,1,
H22,U322,422,1,
H22,U364,422,1,
H22,U400,422,0,
H22,U410,422,0,
H22,U411,422,0,
H22,U415,422,0,
H22,U420,422,1,
H23,U130,423,1,
H23,U313,423,1,
H23,U361,423,1,
H23,U364,423,1,
H23,U400,423,1,
H23,U420,423,1,
